,name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
732,Breakeven,The Script,The Script,1fyysXwSGNtMeqMBLwW3SI,2008-07-14,67,0.63,0.694,0.49,-4.501,0
733,Alone With You,Midnight Waves,Canyon City,3g2koMSfvsAGKcBAHyFtUF,2016-09-09,0,0.553,0.274,0.208,-12.564,1
734,Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,2015-01-21,56,0.404,0.48,0.2,-8.906,1
735,Turning Page,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,4n3Nfa3LhtdwrC9UfplS07,2011-11-04,50,0.304,0.379,0.189,-8.484,1
736,when was it over? (feat. Sam Hunt),when was it over? (feat. Sam Hunt),Sasha Alex Sloan,779UN3kabApm2zfqX549vf,2021-04-23,73,0.626,0.453,0.494,-9.295,0
737,Worthy Of You,Worthy Of You,Plested,0UkZ0epPTahsPgLXacC5EG,2018-03-30,50,0.451,0.452,0.386,-9.363,1
738,Can't Help Falling in Love,Can't Help Falling in Love,Haley Reinhart,0Rm2G83ELwkuEgpHlJcBPn,2015-10-09,0,0.406,0.0307,0.245,-17.636,2
739,Who Are You,ii (Side A),Aquilo,5EKm2REw8HdwoadlQKffFJ,2017-11-17,0,0.365,0.487,0.199,-9.919,1
740,Blood and Bones,I Wouldn't Be - EP,Kodaline,4uIE29yKjg7Cbw6aEXyxiK,2017-10-13,50,0.471,0.354,0.0979,-8.514,1
741,Heart Like Yours,If I Stay (Original Motion Picture Soundtrack),Various Artists,3JOF9NzQVkUXtCcJbEQuAb,2014-08-22,64,0.465,0.259,0.337,-9.849,1
742,I Drink Wine,30,Adele,6v0UJD4a2FtleHeSYVX02A,2021-11-19,89,0.437,0.565,0.306,-5.596,1
743,Dreaming with a Broken Heart,Continuum,John Mayer,7keXdrB4mz57u4b8YkCwag,2006-09-11,64,0.61,0.349,0.155,-9.321,1
744,I'll Be Good,Habits of My Heart,Jaymes Young,5WLSak7DN3LY1K71oWYuoN,2014-09-28,60,0.455,0.284,0.133,-10.774,1
745,The Story Never Ends,I met you when I was 18. (the playlist),Lauv,3u5bTqHMM1P34ZkbwzdckV,2018-05-31,68,0.614,0.126,0.351,-9.403,1
746,everything i wanted,everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,84,0.704,0.225,0.243,-14.454,1
747,Carry You,Bathing Beach,Novo Amor,0u4rkpmNtgcFxYHepnVF4v,2017-05-26,70,0.334,0.397,0.035,-7.993,1
748,Cursive,As Long As - EP,Billie Marten,5Iy1wdO0tMaHwKnfFYtlel,2015-11-13,63,0.494,0.267,0.166,-11.54,1
749,Someone Else,I Loved You.,LANY,2JUaGpCrD8tywgj9MeLFbb,2015-06-09,54,0.486,0.659,0.173,-5.978,1
750,Thinking 'Bout Love - Acoustic,Thinking 'Bout Love (Acoustic),Wild Rivers,3UOvd4bfGqepCVx4EJLy57,2020-08-14,1,0.684,0.173,0.358,-13.535,1
751,Shiver,Like I Used To (Deluxe Edition),Lucy Rose,1ODA4mZMaoBzT1TbPBW8B1,2013-09-17,53,0.423,0.183,0.142,-13.517,1
752,Too Sad To Cry,Self Portrait,Sasha Alex Sloan,3CRtbOoAP82y0VbPO5j1ft,2019-10-18,67,0.515,0.27,0.234,-9.935,1
753,Talk,In A Perfect World,Kodaline,5Kwi8hF3UyV8FfmzrdkDqE,2013-06-14,0,0.541,0.455,0.169,-7.305,1
754,Everybody But Me,Everybody But Me,Nick Wilson,4HzmjPPHHiYwrXPq9Tv1fx,2020-08-28,58,0.659,0.571,0.21,-5.654,1
755,Bittersweet,Bittersweet,George Glew,0cTp3CDDzHYXR96u1qrPOI,2018-03-16,49,0.564,0.296,0.137,-8.277,1
756,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,0RUGuh2uSNFJpGMSsD1F5C,2011-11-04,72,0.576,0.835,0.476,-6.826,0
757,feelings fade,me,Garrett Nash,4jnO4ztskhv3YkqgFnewtD,2015-12-25,62,0.654,0.235,0.061,-11.292,1
758,Fix You,X&Y,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,84,0.209,0.417,0.124,-8.74,1
759,Six Feet Under,Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,2016-11-17,77,0.576,0.307,0.157,-12.732,1
760,Perfectly Wrong,Shawn Mendes,Shawn Mendes,6nat4Z7iRKWVk1qngQqI0Q,2018-05-25,69,0.361,0.311,0.323,-11.748,1
761,Favourite Ex,Favourite Ex,Maisie Peters,1a1SQeSqUKzH5OUVTEx4ae,2019-04-12,66,0.396,0.177,0.221,-10.277,1
762,All I Ask,25,Adele,6HbI4e2Y2f6HYVV6r04M4W,2015-11-20,2,0.592,0.28,0.348,-5.494,1
763,Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,1cpVLszZnKUHUjsJDTEi3D,2021-03-19,64,0.824,0.3,0.227,-6.678,1
764,Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,2014-11-21,7,0.439,0.153,0.104,-8.95,1
765,You There,Aquilo,Aquilo,3LSY9s9h6RmHRTXOtRA5oK,2014-03-18,0,0.314,0.207,0.0524,-14.707,1
766,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,84,0.367,0.111,0.198,-14.084,2
767,Out Of Love,The Pains Of Growing,Alessia Cara,4WzhjxvLP95y7AMDy0Atwb,2018-11-30,78,0.481,0.267,0.137,-9.249,1
768,I Love You,It's About Us,Alex & Sierra,2ELVVIbpucfOqGFC21Q4yR,2014-10-06,60,0.525,0.439,0.238,-6.596,1
769,Hurt for Me,Hurt for Me,SYML,34ngvjIBKbCL9ECqIhbxaZ,2016-09-09,53,0.548,0.046,0.176,-17.929,2
770,I Can't Carry This Anymore,I Can't Carry This Anymore,Anson Seabra,1NNnmmBEaId0uoWfvtNd8F,2019-01-11,1,0.451,0.0873,0.456,-16.815,2
771,Already Gone,Already Gone,Sleeping At Last,7fkXzzIVo98CgjOkpd9H0V,2015-10-06,60,0.447,0.206,0.327,-11.75,1
772,Tourist,Tourist,Axel Flóvent,6ynqpQIQ1kGtJILbxnCIQ8,2019-11-22,0,0.455,0.209,0.109,-12.15,1
773,High Hopes,In A Perfect World (Deluxe),Kodaline,7jDe24vXWUNX8Jl2hZHrIS,2013-06-14,1,0.488,0.487,0.219,-6.371,1
774,All We Do,Oh Wonder,Oh Wonder,6ZeWGilCAL4sgnPWlCYyaj,2015-09-04,0,0.586,0.237,0.366,-11.676,1
775,The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,6LteLVcW0oWLjuW6nePyWb,2013-05-05,65,0.481,0.179,0.405,-21.424,2
776,God I Hope This Year Is Better Than The Last,Maybe This Christmas Vol 5: Songs for the Yule Log,Various Artists,0xRO7EKgYKVB8zKIoiXMDD,2017-12-01,46,0.353,0.185,0.175,-12.557,1
777,Give Me Something,Tell Me It's Real (Expanded Edition),Seafret,1au9q3wiWxIwXTazIjHdfF,2016-01-29,55,0.557,0.439,0.115,-11.153,1
778,"1,000 Years",The Colder Months,Liza Anne,22uyZjmZR0DX8FyrIwQl35,2014-02-04,51,0.437,0.301,0.203,-8.519,1
779,Sinking Ship,Expectations,Wild Child,7orUPsozJ19Cyxv5ozoREr,2018-02-09,38,0.555,0.181,0.182,-19.296,2
780,Train Wreck,Back from the Edge,James Arthur,55Am8neGJkdj2ADaM3aw5H,2016-10-28,84,0.311,0.485,0.225,-5.726,1
781,When You Love Someone,Chapters,James TW,0TXNKTzawI6VgLoA9UauRp,2019-04-26,79,0.681,0.453,0.348,-6.09,1
782,Half a Heart,Midnight Memories (Deluxe),One Direction,6nIE1oCE4udqMGv3bqVNVb,2013-11-25,70,0.515,0.714,0.495,-4.516,0
783,The One,Coming Up for Air (Expanded Edition),Kodaline,0My8NPmENHrN5W7OfgZnZJ,2015-02-09,67,0.43,0.587,0.332,-8.003,1
784,The Man Who Can't Be Moved,The Script,The Script,4AFwnrH5atiJoAd5xS5QtR,2008-07-14,67,0.605,0.629,0.308,-5.051,0
785,Oblivion,Oblivion,Bastille,7u5YIl9C1ijghg46PVVdh9,2014-09-07,0,0.441,0.324,0.215,-8.788,1
786,Shadow,Shadow,Jimmy Levy,5heMraZsTO2tPCsdeoKCXE,2018-12-07,50,0.509,0.158,0.327,-16.141,1
787,Reason To Hate You,Bad Timing,Rhys Lewis,7howNTHKLqLHBjlxXv7h60,2018-02-23,46,0.675,0.202,0.328,-10.719,1
788,lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,89,0.351,0.296,0.12,-10.109,1
789,Can I Be Him,Back from the Edge,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,2016-10-28,78,0.696,0.543,0.479,-6.164,0
790,My Mistake,My Mistake,Gabrielle Aplin,0UlguQTHxZSh4NKDMpQATl,2018-11-28,0,0.476,0.255,0.12,-8.522,1
791,Never Be Alone,Never Be Alone,Shawn Mendes,4k5FaS9QHmeJNu7kDNkLnO,2015-02-10,0,0.387,0.473,0.261,-6.93,1
792,Beautiful Birds - Acoustic,Young as the Morning Old as the Sea (Deluxe Edition),Passenger,0LenfZSOzFiUB6sLmbB8pS,2016-09-23,0,0.567,0.128,0.3,-17.313,2
793,You & I,Midnight Memories (Deluxe),One Direction,2afCBiru10AFckfOa49wIa,2013-11-25,79,0.574,0.329,0.356,-6.829,1
794,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,4VuS959DSpr82t3qBqCrWG,2017-03-03,78,0.589,0.242,0.257,-10.517,1
795,Loneliness,Loneliness,Kevin Paris,38YUiPZdeg1DDX8d6eV5Gi,2020-07-23,49,0.524,0.147,0.29,-15.185,1
796,Break My Heart - Piano Acoustic,Break My Heart (Piano Acoustic),JC Stewart,7e5HVLu9xSydLebKSqBebM,2021-02-12,56,0.448,0.247,0.276,-10.454,1
797,A Little Too Much,Handwritten (Deluxe),Shawn Mendes,06DaCxeg3IUMcxDkKEyQKf,2015-04-13,0,0.553,0.507,0.57,-6.24,0
798,Close To You,ANTI (Deluxe),Rihanna,6D2tzc8kRnZb7P1lNwMBLH,2016-01-28,67,0.494,0.17,0.145,-11.368,1
799,Lost Boy,Lost Boy,Ruth B.,4h0zU3O9R5xzuTmNO7dNDU,2015-08-21,76,0.71,0.0565,0.348,-15.099,1
800,I Don't Want To Know,Raw,Sigrid,6bv3qRmEvi6XmOMJBJKmdp,2018-04-13,0,0.61,0.303,0.278,-8.47,1
